,Sociale basisvoorzieningen,Participatie,Individuele voorzieningen Wmo,Individuele voorzieningen Jeugd,Bestuur en ondersteuning,Orde en veiligheid,Onderwijs,Sport. cultuur en recreatie,Infrastructuur. ruimte en milieu,Overig,Overige eigen middelen,Onroerendezaakbelasting,Totaal
Zeewolde,4792688.660313,2735930.800466,3062779.7490099994,7357250.657504998,7935559.7360225,2624227.1872245,3260619.4705579993,5629397.7594375005,8683805.900626,0.0,-3486774.870001,-7286307.822685717,35309177.22847578
