CBS,Naam,Prov,Suppletie nieuwe verdeling GF,Beschermd wonen,Participatie,Voogdij/18+,aanpak laaggeletterdheid,armoedebestrijding kinderen,beeldende kunst en vormgeving,BRP: Centralisering Inschrijving Vergunninghouders,experiment gesloten coffeeshopketen,extra capaciteit BOA's,jeugd,jeugdhulp aan kinderen in een AZC,knelpunten verdeelproblematiek,maatschappelijke opvang,personen met verward gedrag,slavernijverleden,Uitstapprogramma prostituees,veiligheidshuizen,vergunningverlening, toezicht en handhaving,versterking arbeidsmarktregio's,versterking omgevingsveiligheidsdiensten,voorschoolse voorziening peuters,vrouwenopvang
340,Rhenen,6,0,0,1361557,0,0,68551,0,0,0,32100,0,0,0,0,0,0,0,0,51561,0,2000,35783,0
342,Soest,6,2256767,0,2759543,0,0,196208,0,0,0,37066,0,0,0,0,0,0,0,0,108473,0,5000,69733,0
1904,Stichtse Vecht,6,1278265,0,2751505,0,0,185953,0,0,0,40452,0,0,0,0,0,0,0,0,142037,0,14000,107494,0
344,Utrecht,6,13732159,88833399,17458656,115000,231677,2009852,951227,0,0,95177,907524,107181,0,25331720,710071,0,262414,546700,430002,398593,62000,567558,12888172
1581,Utrechtse Heuvelrug,6,5260393,0,1404474,0,0,136023,0,0,0,37632,0,55883,0,0,0,0,0,0,127444,0,8000,81767,0
345,Veenendaal,6,1045237,0,6549078,0,0,314689,0,0,0,40787,0,0,0,0,0,0,0,0,81233,0,11000,108827,0
1961,Vijfheerenlanden,6,3648777,0,3265870,0,0,209163,0,0,0,39098,0,0,132953,0,0,0,0,0,147874,0,9000,95378,0
352,Wijk bij Duurstede,6,1726359,0,1224242,0,0,76108,0,0,0,32792,0,0,0,0,0,0,0,0,42806,0,3000,35421,0
632,Woerden,6,3135679,0,5277855,0,0,170839,0,0,0,38143,0,0,0,0,0,0,0,0,76856,0,10000,82809,0
351,Woudenberg,6,1468454,0,335723,0,0,34276,0,0,0,30880,0,0,0,0,0,0,0,0,44265,0,4000,19711,0
355,Zeist,6,7469432,0,5216124,0,0,345456,0,0,0,40439,0,25535,0,0,0,0,0,0,154198,0,7000,99796,0
358,Aalsmeer,7,-421985,0,777155,0,0,91222,0,0,0,34293,0,0,0,0,0,0,0,0,139605,0,3000,46220,0
361,Alkmaar,7,1910722,18933359,11173294,0,192195,491735,150000,0,0,48781,165775,2095,77546,3557413,327033,0,111029,251790,151766,398593,19000,173009,5617585
362,Amstelveen,7,-8140267,0,2063245,0,0,297956,0,0,0,45235,0,0,0,0,0,0,0,0,99231,0,14000,122304,0
363,Amsterdam,7,27327602,108983638,71037519,926051,417668,6779305,2605874,0,0,194565,4209153,65282,53747,66686460,879088,958000,274077,676830,416382,398593,235000,1649564,24582774
373,Bergen (NH),7,1552456,0,1324623,0,0,80157,0,0,0,33869,0,0,43786,0,0,0,0,0,39887,0,6000,39375,0
375,Beverwijk,7,3881541,0,4710966,0,0,228595,0,0,0,36129,0,0,0,0,0,0,0,0,70532,0,13000,65760,0
376,Blaricum,7,-177528,0,174533,0,0,42642,0,0,0,30566,0,0,0,0,0,0,0,0,0,0,0,14813,0
377,Bloemendaal,7,1485877,0,736307,0,0,48310,0,0,0,32709,0,0,0,0,0,0,0,0,10215,0,1000,35300,0
